,_id,title,anti_ad,narrative,happy_tone,min_male,white_female,min_female,prod_quality,humor,stft,vibrance,written_text,anti_trump,celebrity,politician,look_at_camera,show_children,white_male,duration,n_words,spoken_words
126,5b4774e6041e21000419ad09,Bailey_Option-2_v2,,,1,,1,,,,2.8897514670306053,1091.5283339556977,"['F', ""YOU'RE"", 'SEEING', 'THIS', 'VIDEO', 'F', 'YOU', 'RE', 'SEEING', 'THIS', 'VIDEO', ""IT'S"", 'BECAUSE', 'OUR', 'VOTE', 'ITS', 'BECAUSE', 'NOUR', 'VOTE', ""T'SBECAUSE"", 'NOUR', 'VOTE', 'ON', 'NOVEMBER', 'TH', 'ON', 'NOVEMBER', 'COD', 'DECIDE', 'COULD', 'DECIDE', 'THE', 'ELECTION!', 'COULD', 'DECIDE', 'THE', 'ELECTION!', 'PLEDGE', 'To', 'VOTE', 'In', 'PLEDGE', 'ToVOTE', 'it', 'PLEDGE', 'To', 'VOTE', 'Paid', 'for', 'by', 'NextGen', 'C', 'Paid', 'for', 'by', 'NextGen', 'Climate', 'Action', 'Comm', 'Paid', 'for', 'by', 'NextGen', 'Climate', 'Action', 'Comm']",,,,1,,,15,0,
144,5b65eaa1d68aca00040a9c09,bed,,,,,1,,1,,2.7625835775889183,262.54869852249027,"['UWF', '#THEMIDTERMSMATTER', '#THEMIDTERMSMATTER', 'REGIST', 'REGISTER', 'BY', 'OCTOBER', '2', 'REGISTER', 'BY', 'OCTOBER', '2', 'VOTE', 'ON', 'NOV', 'REGISTER', 'BY', 'OCTOBER', '2', 'VOTE', 'ON', 'NOVEMBER']",,,,,1,,47,133,"['this', 'is', 'entitled', 'bed', 'we', 'open', 'on', 'a', 'child', 'and', 'a', 'bed', 'in', 'the', 'middle', 'of', 'the', 'night', 'sitting', 'up', 'she', 'cries', 'for', 'her', 'mom', 'mommy', 'mommy', 'the', 'mom', 'runs', 'in', 'Cut', 'to', 'another', 'kid', 'in', 'a', 'bit', 'the', 'kid', 'yells', 'Daddy', 'but', 'dad', 'runs', 'in', 'cut', 'two', 'more', 'kids', 'in', 'bed', 'crying', 'for', 'their', 'parents', 'the', 'parents', 'eventually', 'walk', 'in', 'turning', 'on', 'the', 'lights', 'and', 'consoling', 'their', 'children', 'cut', 'to', 'one', 'more', 'child', 'in', 'bed', 'crying', 'for', 'his', 'mom', 'mommy', 'mommy', 'mommy', 'the', 'camera', 'slowly', 'pulls', 'out', 'and', 'we', 'see', 'the', 'kid', 'is', 'in', 'a', 'Detention', 'Center', 'all', 'we', 'hear', 'is', 'an', 'echo', 'the', 'voice', 'over', 'so', 'when', 'one', 'child', 'cry', 'goes', 'on', 'heard', ""it's"", 'time', 'for', 'all', 'parents', 'to', 'answer', 'midterm', 'elections', 'matter', 'register', 'by', 'October', '2nd', 'vote', 'on', 'November', '6th']"
109,5b155906acaa480004711efe,Ben Cohen,,,1,,,,,,2.752392343470327,127.51679563420299,"['Hi,', ""I'm"", 'Ben.', 'Co-founder', 'of', 'Ben', 'and', 'Jerr', 'Hi,', ""I'm"", 'Ben.', 'Co-founder', 'of', 'Ben', 'and', 'Jerr', 'Hi,', ""I'm"", 'Ben.', 'Co-founder', 'of', 'Ben', 'and', 'Jerr', 'BEN', 'EXPLAINS', 'THE', 'WORLD', 'BEN', 'EXPLAINS', 'THE', 'WORLD', 'WITH', 'WEIRD', 'STUFF', ""TRUMP'S"", 'NEW', 'TAX', 'LAW', ""I'm"", 'going', 'to', 'drop', 'some', 'BBs', 'in', 'this', 'buck', ""I'm"", 'going', 'to', 'drop', 'some', 'BBs', 'in', 'this', 'buck', ""I'm"", 'going', 'to', 'drop', 'some', 'BBs', 'in', 'this', 'buck', ""Here's"", 'one.', '1', 'BB', ""Here's"", 'one.', 'That', 'equals', 'one', 'dollar', 'That', 'equals', 'one', 'dollar.', ""Here's"", 'how', 'much', 'the', 'average', 'American', 'is', ""Here's"", 'how', 'much', 'the', 'average', 'American', 'is', ""Here's"", 'how', 'much', 'the', 'average', 'American', 'is', 'Tax', 'Cut', 'per', 'week', ""Here's"", 'how', 'much', 'the', 'av', 'Tax', 'Cut', 'per', 'week', 'Tax', 'Cut', '$14', 'per', 'week', 'Tax', 'Cut', '$18', 'per', 'week', '18', 'BBs', 'a', 'week.', 'Tax', 'Cut', '$18', 'per', 'week', '18', 'BBs', 'a', 'week.', 'Tax', 'Cut', '$18', 'per', 'week', 'And', ""here's"", 'how', 'muc', 'And', ""here's"", 'how', 'much', 'the', 'top', 'l/10', 'of', '1%', 'And', ""here's"", 'how', 'much', 'the', 'top', '1/10', 'of', '1%', 'And', ""here's"", 'how', 'much', 'the', 'top', '1/10', 'of', '1%', 'And', ""here's"", 'bow', 'much', 'the', 'top', 'l/10', 'of', '1%', 's0', 'per', 'week', '$329', 'per', 'week', '$814', 'per', 'week', '$', '1317', 'per', 'week', '$', '1819', 'per', 'week', '$2322', 'per', 'week', '$2807', 'per', 'week', '$3310', 'per', 'week', '$3812', 'per', 'week', '$4315', 'per', 'veek', '$4800', 'per', 'week', '$4817', 'per', 'weelk', '$4817', 'per', 'week', '$18', 'per', 'week', '$4817', 'per', 'week', 'Top', '0.1%', '=', '$18', 'per', 'week', '$4817', 'per', 'week', 'Top', '0.1%', '=', 'Average', 'Ameri', '$4817', 'per', 'week', 'Top', '0.1%', '=', 'Average', 'Ameri', '$4817', 'per', 'week', 'Top', '0.1%', '=', 'Average', 'Ameri', 'SHARE', 'THIS', 'VIDEO', 'If', 'it', 'seems', 'ridiculous', 'SHARE', 'THIS', 'VIDEO', 'If', 'it', 'seems', 'ridiculous']",,1,,1,,1,46,3,"[""how's"", 'that', 'sound']"
30,5ad7d3c623a9b5d7aec16c59,Biblical Jesus,,1,1,,,,,,2.7722769538589858,263.2470745100832,"['WHAT', 'DID', 'JESUS', 'SAY', 'ABOUT', 'THE', 'POOR?', 'WHATDID', 'JESUS', 'SAY', 'ABOUT', 'THEPOOR?', 'WHAT', 'DID', 'JESUS', 'SAY', 'ABOUT', 'THE', 'POOR?', 'For', 'BRIAN', 'MOLL', 'Exec.', 'Dir.', '|', 'Rescue', 'Alliance', 'BRIAN', 'MOLL', 'Exec.', 'Dir.', '|', 'Rescue', 'Alliance', 'BRIAN', 'MOLL', 'Exec.', 'Dir.', '|', 'Rescue', 'Alliance', 'And', 'nowl', 'am', 'the', 'executive', 'director', 'of', 'a', 'And', 'now', 'Il', 'am', 'the', 'executive', 'director', 'of', 'And', 'nowl', 'am', 'the', 'executive', 'director', 'of', 'a', '..that', 'works', 'primarily', 'with', 'people', 'who', '..that', 'works', 'primarily', 'with', 'people', 'who', '..that', 'works', 'primarily', 'with', 'people', 'who', '..that', 'works', 'primarily', 'with', 'people', 'who', 'l', 'felt', 'compelled', 'to', 'spend', 'more', 'of', 'my', 'ti', 'l', 'felt', 'compelled', 'to', 'spend', 'more', 'of', 'my', 'ti', 'I', 'felt', 'compelled', 'to', 'spend', 'more', 'of', 'my', 'ti', 'I', 'felt', 'compelled', 'to', 'spend', 'more', 'of', 'my', 'ti', 'Directly', 'serving', 'the', 'poor,', 'rather', 'tharn', 'Directly', 'serving', 'the', 'poor,', 'rather', 'tharn', 'Directly', 'serving', 'the', 'poor,', 'rather', 'than', 'Directly', 'serving', 'the', 'poor,', 'rather', 'than', 'I', 'think', ""it's"", 'kind', 'of', 'impossible', 'to', 'teac', 'I', 'think', ""it's"", 'kind', 'of', 'impossible', 'to', 'teac', 'I', 'think', ""it's"", 'kind', 'of', 'impossible', 'to', 'teac', 'I', 'think', ""it's"", 'kind', 'of', 'impossible', 'to', 'teac', '.and', 'notin', 'some', 'way,', 'shape', 'or', 'form,', 'be', '.and', 'not', 'in', 'some', 'way,', 'shape', 'or', 'form,', 'be', '.and', 'not', 'in', 'some', 'way,', 'shape', 'or', 'form,', 'be', 'Blessed', 'ar', '.his', 'teaching', 'on', 'going', 'to,', 's', 'Blessed', 'are', 'the', 'poor', 'in', 'spirit.', '-Matthe', 'Blessed', 'are', 'the', 'poor', 'in', 'spirit.', '-', 'hew', '5', 'Blessed', 'are', 'the', 'poor', 'in', 'spirit.', '-', 'Matth', 'Blessed', 'are', 'the', 'poor', 'in', 'spirit.', '-', 'Matth', 'Blessed', 'are', 'the', 'poor', 'in', 'spirit.', '-', 'Matth', 'Jesus', 'comes', 'along,', 'and', 'he', 'says,', 'Jesus', 'comes', 'along,', 'and', 'he', 'says,', '""You', 'know', 'all', 'those', 'people', ""you've"", 'been', '""You', 'know', 'all', 'those', 'people', ""vou've"", 'been', '""You', 'know', 'all', 'those', 'people', ""you've"", 'been', '""They', 'are', 'the', 'ones', 'that', 'I', 'came', 'for.""', '""They', 'are', 'the', 'ones', 'that', 'I', 'came', 'for.""', '""They', 'are', 'the', 'ones', 'that', 'I', 'came', 'for.""', 'So', 'when', 'you', 'think', 'about', 'immigrants..', 'Yo', 'So', 'when', 'you', 'think', 'about', 'immigrants...', 'Y', 'So', 'when', 'you', 'think', 'about', 'immigrants.', 'You', '..You', 'still', 'think', 'about', 'women.', 'You', 'thin', '...You', 'still', 'think', 'about', 'women.', 'You', 'thi', '...You', 'still', 'think', 'about', 'women.', 'You', 'thi', 'l', 'think', 'the', 'message', 'that', 'Jesus', 'would', 'ha', 'l', 'think', 'the', 'message', 'that', 'Jesus', 'would', 'ha', 'l', 'think', 'the', 'message', 'that', 'Jesus', 'would', 'ha', 'is', 'to', 'do', 'everything', 'you', 'can', 'to', 'try', 'to', 's', 'is', 'to', 'do', 'everything', 'you', 'can', 'to', 'try', 'to', 's', 'is', 'to', 'do', 'everything', 'you', 'can', 'to', 'try', 'to', 's', 'is', 'to', 'do', 'everything', 'you', 'can', 'to', 'try', 'to', 's', 'Becausethis', 'is', 'really', 'what', 'life', 'is', 'all', 'Because', 'this', 'is', 'really', 'what', 'life', 'is', 'all', 'Because', 'this', 'is', 'really', 'what', 'life', 'is', 'all', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', ""that's"", 're', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', ""that's"", 're']",,,,1,,1,58,169,"['for', 'about', '10', 'years', 'I', 'was', 'the', 'lead', 'pastor', 'of', 'a', 'church', 'in', 'New', 'York', 'City', 'and', 'now', 'I', 'am', 'the', 'executive', 'director', 'of', 'an', 'organization', 'that', 'works', 'primarily', 'with', 'people', 'who', 'are', 'homeless', 'I', 'felt', 'compelled', 'to', 'spend', 'more', 'of', 'my', 'time', 'directly', 'serving', 'the', 'poor', 'rather', 'than', 'teaching', 'on', 'it', 'I', 'think', ""it's"", 'kind', 'of', 'impossible', 'to', 'teach', 'your', 'follow', 'Jesus', 'and', 'not', 'in', 'some', 'way', 'shape', 'or', 'form', 'be', 'confronted', 'by', 'his', 'teaching', 'on', 'a', 'going', 'to', 'serving', 'being', 'with', 'loving', 'the', 'poor', 'Jesus', 'comes', 'along', 'and', 'he', 'says', 'you', 'know', 'all', 'those', 'people', ""you've"", 'been', 'ignoring', 'and', ""you've"", 'been', 'casting', 'out', 'day', 'or', 'the', 'ones', 'that', 'I', 'came', 'for', 'so', 'when', 'you', 'think', 'about', 'emigrants', 'you', 'think', 'about', 'refugees', 'you', 'still', 'think', 'about', 'when', 'you', 'think', 'of', 'people', 'of', 'color', 'I', 'think', 'the', 'message', 'that', 'Jesus', 'would', 'have', 'for', 'us', 'today', 'is', 'to', 'do', 'everything', 'you', 'can', 'to', 'try', 'to', 'see', 'the', 'world', 'through', 'their', 'eyes', 'cuz', 'this', 'is', 'really', 'what', 'life', 'is', 'all', 'about']"
46,5ad7d3c623a9b5d7aec16c6c,BLM Cookout,,,1,1,,1,1,,2.7825383513425206,288.0779196379678,"['f', 'CONLEE', 'BORCHARD', 'THIS', 'BLACK', 'LIVES', 'MATT', 'f', 'CONLEE', 'BORCHARD', 'POLICE', 'THIS', 'BLACK', 'LIV', 'f', 'CONLEE', 'BORCHARD', 'TURNEDINTOA', 'COOKOUT', 'W', 'f', 'CONLEE', 'BORCHARD', 'POLICE', 'TURNED', 'INTO', 'A', 'f', 'CONLEE', 'BORCHARD', 'TURNED', 'INTO', 'A', 'COOKOUT', 'f', 'CONLEE', 'BORCHARD', 'TURNED', 'INTO', 'A', 'COOKOUT', 'f', 'CONLEE', 'BORCHARD', 'Take', 'it', 'back', 'now', ""y'al"", 'f', 'CONLEE', 'BORCHARD', 'Take', 'it', 'back', 'now', ""y'al"", 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'HUNDREDS', 'OF', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'HUNDREDS', 'OF', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'HUNDREDS', 'OF', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'AN', 'EVENT', 'CO', 'f', 'WICHITA', ""POLICE'DEPARTMENT.."", '凉', 'AN', 'EVEN', 'f', '.WICHITA', 'POLICE', 'DEPARTMENT', '。', '$', 'AN', 'EVE', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'AN', 'EVENT', 'CO', 'BLAC', 'PROTESTERS', 'ORIGINALLY', 'PLANNED', 'TO', 'M', 'PROTESTERS', 'ORIGINALLY', 'PLANNED', 'TO', 'MARCH', 'BLAC', 'PROTESTERS', 'ORIGINALLY', 'PLANNED', 'TO', 'M', 'WICHITA', 'POLICE', 'DEPARTMENT', 'BUT', 'AFTER', 'MEE', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'BUT', 'AFTER', 'M', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'BUT', 'AFTER', 'M', 'F', 'WICHITA', 'POLICE', 'DEPARTMENT', 'BUT', 'AFTER', 'M', 'AKEAM', 'ASHFOR', 'THE', 'TWO', 'GROUPS', 'INSTEAD', 'DEC', 'AKEAM', 'ASHFORD', 'THE', 'TWO', 'GROUPS', 'INSTEAD', 'DE', 'AKEAM', 'ASHFORD', 'THE', 'TWO', 'GROUPS', 'INSTEAD', 'DE', 'AKEAM', 'ASHFORD', 'THE', 'TWO', 'GROUPS', 'INSTEAD', 'DE', 'y', 'AKEAM', 'ASHFORD', 'Now', 'watch', 'me', 'whip,', 'whip', 'y', 'AKEAM', 'ASHFORD', 'BLA', 'LIV', 'Now', 'watch', 'me', 'wh', 'AKEAM', 'ASHFORD', 'Now', 'watch', 'me', 'whip,', 'whip', 'AKEAM', 'ASHFORD', 'Watch', 'me', 'Ne-Ne', 'AKEAM-ASHFORD', 'BLA', 'LIV', 'Watch', 'me', 'Ne-Ne', 'f', 'CONLEE', 'BORCHARD', 'ONE', ""OFFICER'S"", 'MOVES', 'E', 'f', 'CONLEE', 'BORCHARD', 'ONE', ""OFFICER'S"", 'MOVES', 'E', 'f', 'CONLEE', 'BORCHARD', 'ONE', ""OFFICER'S"", 'MOVES', 'E', 'f', 'CONLEE', 'BORCHARD', 'ONE', ""OFFICER'S"", 'MOVES', 'E', 'f', 'CONLEE', 'BORCHARD', 'Five', 'hops', 'this', 'time!', 'f', 'CONLEE', 'BORCHARD', 'Five', 'hops', 'this', 'time!', 'f', 'CONLEE', 'BORCHARD', 'Five', 'hops', 'this', 'time!', 'f', 'CONLEE', 'BORCHARD', 'f', 'CONLEE', 'BORCHARD', 'f', 'CONLEE', 'BORCHARD', 'f', 'CONLEE', 'BORCHARD', 'f', 'WICHITA', 'POLICE', 'DEPARTMEN', 'LACK', 'VE', 'THE', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'THE', 'CHIEF', 'A', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'BL', 'THE', 'CHIE', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'I', 'feel', 'like', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'But', ""what's"", 'f', 'WICHITA', 'POLICE', 'DEPARTMEN', 'STUDE', 'UN', 'But', 'f', 'WICHITA', 'POLICE', 'DEPARTMEN', 'Well,', ""we've"", 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'Well,', ""we've"", 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'We', 'do', 'thoro', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'We', 'do', 'thoro', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'And', ""we're"", 'g', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'And', ""we're"", 'g', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'And', ""we're"", 'g', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'those', 'and', 't', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'those', 'and', 't', 'f', 'CONLEE', 'BORCHARD', 'Share', 'this', 'video', 'if', 't', 'f', 'CONLEE', 'BORCHARD', 'Share', 'this', 'video', 'if', 't', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'Share', 'this', 'WICHITA', 'POLICE', 'DEPARTMENT', 'Share', 'this', 'vi', 'f', 'WICHITA', 'POLICE', 'DEPARTMENT', 'Share', 'this']",,,,,,,59,5,"[""what's"", 'really', 'going', 'to', 'change']"
34,5ad7d3c623a9b5d7aec16c5a,Bob's Crab Shack,,1,1,,1,,,,2.7853328018802337,196.1755675344841,"['Seet', 'Bog', 'CLAM', 'SLIDING', 'DOOR', 'The', 'employees', 'at', ""Bob's"", 'are', 'FRESH', 'SEAFOOD', 'Since', 'HAI', 'ICE', 'CREAM', 'The', 'e', 'CLAMIHIU', 'SEAFOOD', 'Since', '1956', 'FRESH', 'HADDO', 'Eat', 'Clamst', 'The', 'employees', 'at', ""Bob's"", 'are', 't', 'The', 'employees', 'at', ""Bob's"", 'are', 'the', 'hardest-', ""That's"", 'why', 'we', 'need', 'to', 'raise', 'the', 'minimum', ""That's"", 'why', 'we', 'need', 'to', 'raise', 'the', 'minimum', 'EAT', ""That's"", 'why', 'we', 'need', 'to', 'raise', 'the', 'min', ""It'll"", 'put', 'money', 'in', 'their', 'pockets', 'and', 'bo', 'ENTRANCE', ""It'll"", 'put', 'money', 'in', 'thein', 'pocke', 'SHARE', 'THIS', 'VIDEO', 'ENTRANCE', 'If', 'you', 'believ', 'SHARE', 'THIS', 'VIDEO', 'If', 'you', 'believe', 'higher', 'HOMEMADE', 'SA', 'DRINKS', 'Boe', '&', 'BETTY', 'ALF', 'PINT', 'HOMEMADE', 'S', 'DRINKS', 'OB', '&', 'BETTY', 'MILK', '/', '2%']",,,,,,1,15,34,"['employees', 'at', ""Bob's"", 'at', 'the', 'hardest', 'working', 'most', 'dedicated', 'people', 'I', 'know', ""that's"", 'why', 'we', 'need', 'to', 'raise', 'the', 'minimum', 'wage', ""it'll"", 'put', 'money', 'in', 'their', 'pockets', 'Boost', 'Mobile', 'businesses', 'and', 'strengthen', 'our', 'communities']"
152,5b775f7711813f0004827ba7,Boots Facts,1,,,1,1,1,,,2.785944274483604,729.9521122886124,"['Trump', 'and', 'the', 'Republicans', 'Trump', 'and', 'the', 'Republicans', 'Trump', 'and', 'the', 'Republicans', 'Blew', 'up', 'our', 'health', 'care', 'Encouraged', 'racism', 'Encouraged', 'racism', 'And', 'put', 'immigrant', 'kids', 'behind', 'bars', 'But', 'But', ""There's"", 'an', 'election', 'this', 'year', 'Vote', 'Vote', 'them', 'out.', 'Vote', 'them', 'out.', 'Paid', 'for', 'by', 'NextGen', 'Clim', 'Vote', 'them', 'out.', 'Paid', 'for', 'by', 'NextGen', 'Clim', 'Vote', 'them', 'out.', 'Paid', 'for', 'by', 'NextGen', 'Clim', 'Vote', 'them', 'out.', 'Paid', 'for', 'by', 'NextGen', 'Clim']",1,,,1,,1,15,15,"['Trump', 'and', 'the', 'Republicans', 'for', 'healthcare', 'encourage', 'racism', 'and', 'put', 'immigrant', 'kids', 'Behind', 'Bars', 'but']"
149,5b775f7711813f0004827ba1,Boots Feelings,1,,,1,1,1,,,2.7906138472734328,553.9630918638546,"['Trump', 'and', 'the', 'Republicans', 'are', 'building', 'Trump', 'and', 'the', 'Republicans', 'are', 'building', 'a', 'system', 'to', 'keep', 'the', 'rich,', 'rich', 'a', 'system', 'to', 'keep', 'the', 'rich,', 'rich', 'keep', 'us', 'in', 'low', 'paying', 'jobs,', 'keep', 'uS', 'In', 'loW', 'paying', 'jobs,', 'and', 'keep', 'affordable', 'education', 'out', 'of', 'our', 'reach', 'out', 'of', 'our', 'reach.', 'But.', ""there's"", 'an', 'election', 'this', 'year.', ""there's"", 'an', 'election', 'this', 'year.', 'Paid', 'for', 'by', 'NextGen', 'Climate', 'Action', 'Comm', 'Paid', 'for', 'by', 'NextGen', 'Climate', 'Action', 'Comm', 'Paid', 'for', 'by', 'NextGen', 'Climate', 'Action', 'Comm']",1,,,1,,1,15,36,"['Trump', 'and', 'the', 'Republicans', 'are', 'building', 'the', 'system', 'to', 'keep', 'the', 'rich', 'rich', 'keep', 'us', 'in', 'low-paying', 'jobs', 'and', 'keep', 'affordable', 'education', 'out', 'of', 'our', 'reach', 'but', 'and', ""there's"", 'enough', 'of', 'us', 'to', 'vote', 'them', 'out']"
73,5ad7d3c723a9b5d7aec16ca4,Brazen,,,1,,,,1,1,2.8898363382372296,280.2134600607123,"['4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', '4', 'THINGS', 'LESS', 'BRAZEN', 'THAN', 'THE', 'TAX', 'BILL', 'WHATs', 'MORE', 'BRAZEN', 'N', 'GIVING', 'A', '.ION', '$$', 'TA', 'WHATs', 'MORE', 'BRAZEN', 'THAN', 'GIVING', 'A', 'TRILLIO', 'MORE', 'BRAZEN', ""WHAT'S"", 'THAN', 'GIVING', 'A', 'TRILLI', 'MORE', 'BRAZEN', ""WHAT'S"", 'THAN', 'GIVING', 'A', 'TRILLI', 'MORE', 'BRAZEN', ""WHAT'S"", 'THAN', 'GIVING', 'A', 'TRILLI']",,1,,,,,26,0,
20,5ad7d3c623a9b5d7aec16c7b,Carbon Pollution,,,,,,,,,2.8885698402904114,411.95976828989484,"['CARBON', 'DIOXIDE', 'IS', 'CHANGING', 'OUR', 'FOOD', 'AND', 'CARBON', 'DIOXIDE', 'IS', 'CHANGING', 'OUR', 'FOOD', 'AND', 'ALL', 'THE', 'EXTRA', 'CO2FROM', 'COAL', 'OILAND', 'GAS', 'ALL', 'THE', 'EXTRA', 'CO2FROM', 'COAL,', 'OIL', 'AND', 'GAS', 'ALL', 'THE', 'EXTRA', 'CO2FROM', 'COAL,', 'OIL', 'AND', 'GAS', 'IS', 'CAUSING', 'PLANTS', 'TO', 'PRODUCE', 'MORE', 'SUGAR', 'IS', 'CAUSING', 'PLANTS', 'TO', 'PRODUCE', 'MORE', 'SUGAR', 'SLOWLY', 'TURNING', 'FRUITS', 'AND', 'VEGETABLES', 'SLOWLY', 'TURNING', 'FRUITS', 'AND', 'VEGETABLES', 'INTO', 'JUNK', 'FOOD', 'Lu', '13', '506507', '135)', 'LUTEN', 'INTO', 'JUNK', 'FOOD', '13', '506507', '135', '1.35', 'LUTEN', 'SHARE', 'THIS', 'VIDEO', 'IE', 'YOU', 'CARE', 'ABOUT', 'YOUR', 'SHARE', 'THIS', 'VIDEO', 'IFYOU', 'CARE', 'ABOUT', 'YOUR']",,,,,,,14,0,
116,5b3511fa61eeaf0004f52d11,CHAMBERS LOPEZ ACLU Our Rights,1,,,,,1,,,2.7899906424826844,411.392339733736,"['pubii', 's2,', 'PHOENIX,', 'AZ', 'AUGUST', '22,', '2017', 'A', 'TRUMP', 'Republic', 'Are', 'N', 'ERANS', 'FOR', 'UMP', 'PHOE', 'TRUM', 'Republi', 'OF', 'PHOENIX,', 'AZ', 'AUGUST', '22,', 'TRUMP', '&', 'Republi', 'Are', 'TaC', 'OP', 'PHOENIX,', 'AZ', 'CheAew', 'Mork', 'Times', 'Sheriff', 'Joe', 'Arpaio,', 'A', 'Che', 'New', 'Jork', 'Cimes', 'Sheriff', 'Joe', 'Arpaio,', 'Che', 'Acw', 'UorkCimes', 'Sheriff', 'Joe', 'Arpaio,', 'A', 'TENT', 'CITY', 'SHERI', 'JOE', 'FAN', 'RCUTS', 'MCHES', 'TV', 'TENT', 'CITY', 'SHERIFY', 'JOE', 'FAN', 'RCUTS', 'CHES', 'TV', 'TENT', 'CITY', 'SHERIFY', 'JOE', 'FAN', 'RCUTS', 'ICHES', 'T', 'ENCED', '2x', 'ENCED', 'NCED', 'GREAR', 'LL', 'YOU', 'SION', 'RUMP', 'ACLU', 'JOIN', 'US', 'ARE', 'DREAME', 'WE', 'NEED', 'UR', 'AMERIC', 'IS', 'FO', 'AN', 'TH', 'WOMEN', 'IN', 'CHAINS', ""America's"", 'toughest', 'sher', 'WOMEN', 'IN', 'CHAINS', ""America's"", 'toughest', 'sher', 'AMERICAN', 'CBERTIES', 'UNION', 'INC', 'S', 'RESPONSIB', 'AMERICAN', 'CVI', 'IBERTIES', 'UNION.', 'INC', 'S', 'RESP', 'VOTE', 'HEREI', 'AQU', 'MARICOPA', 'COUNTY', 'ELECTION', 'ELECTION', 'DAY', 'AUGUST', '28', 'VOTE', 'HEREI', 'AQU', 'M', 'ELECTION', 'DAY', 'AUGUST', '28', 'VOTE', 'HEREI', 'AQU', 'M']",1,1,1,,,1,30,66,"['people', 'in', 'this', 'room', 'like', 'Sheriff', 'Joe', 'long', 'before', 'Donald', 'Trump', 'Joe', 'Arpaio', 'was', 'striking', 'fear', 'among', 'immigrant', 'families', 'long', 'before', 'Donald', 'Trump', 'and', 'after', 'Trump', 'was', 'elected', 'he', 'rewarded', 'Joe', 'Arpaio', 'with', 'a', 'presidential', 'pardon', 'the', 'ACLU', 'has', 'and', 'always', 'will', 'fight', 'these', 'attacks', 'on', 'immigrants', 'in', 'our', 'values', 'on', 'August', '28th', 'American', 'civil', 'liberties', 'Union', 'Incorporated', 'is', 'responsible', 'for', 'the', 'content', 'of', 'his', 'advertising']"
